,school,school,sex,sex,age,age,address,address,famsize,famsize,Pstatus,Pstatus,Medu,Medu,Fedu,Fedu,Mjob,Mjob,Fjob,Fjob,reason,reason,guardian,guardian,traveltime,traveltime,studytime,studytime,failures,failures,schoolsup,schoolsup,famsup,famsup,paid,paid,activities,activities,nursery,nursery,higher,higher,internet,internet,romantic,romantic,famrel,famrel,freetime,freetime,goout,goout,Dalc,Dalc,Walc,Walc,health,health,absences,absences,G1,G1,G2,G2,G3,G3
273,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,4,4,2,2,teacher,teacher,other,other,course,course,mother,mother,1,1,2,2,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,5,5,1,1,1,1,3,3,5,5,2,2,15,15,15,15,16,16
274,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,4,4,3,3,health,health,other,other,home,home,father,father,1,1,1,1,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,3,3,1,1,3,3,1,1,3,3,5,5,4,4,8,8,10,10,10,10
275,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,4,4,3,3,services,services,other,other,reputation,reputation,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,5,5,4,4,2,2,1,1,2,2,5,5,10,10,15,15,15,15,15,15
276,GP,GP,M,M,16,16,U,U,LE3,LE3,T,T,4,4,3,3,teacher,teacher,other,other,course,course,mother,mother,1,1,1,1,0,0,no,False,no,False,no,False,yes,True,no,False,yes,True,yes,True,no,False,5,5,4,4,5,5,1,1,1,1,3,3,0,0,6,6,0,0,0,0
277,GP,GP,M,M,17,17,R,R,GT3,GT3,T,T,1,1,2,2,at_home,at_home,at_home,at_home,home,home,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,no,False,yes,True,no,False,yes,True,3,3,5,5,2,2,2,2,2,2,1,1,2,2,15,15,14,14,14,14
278,GP,GP,M,M,17,17,R,R,GT3,GT3,T,T,1,1,2,2,at_home,at_home,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,no,False,no,False,3,3,1,1,3,3,1,1,5,5,3,3,4,4,8,8,9,9,10,10
279,GP,GP,M,M,17,17,R,R,GT3,GT3,T,T,1,1,3,3,other,other,other,other,course,course,father,father,3,3,2,2,1,1,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,2,2,4,4,1,1,4,4,5,5,20,20,9,9,7,7,8,8
280,GP,GP,M,M,17,17,R,R,GT3,GT3,T,T,2,2,1,1,other,other,other,other,course,course,mother,mother,1,1,1,1,0,0,no,False,no,False,no,False,no,False,no,False,yes,True,yes,True,no,False,4,4,4,4,2,2,2,2,4,4,5,5,0,0,8,8,12,12,12,12
281,GP,GP,M,M,17,17,R,R,GT3,GT3,T,T,2,2,2,2,other,other,other,other,course,course,father,father,2,2,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,5,5,2,2,1,1,1,1,1,1,4,4,11,11,11,11,11,11
282,GP,GP,M,M,17,17,R,R,GT3,GT3,T,T,2,2,2,2,services,services,other,other,course,course,mother,mother,4,4,1,1,0,0,no,False,yes,True,no,False,no,False,yes,True,yes,True,yes,True,no,False,4,4,4,4,5,5,5,5,5,5,4,4,8,8,11,11,10,10,10,10
283,GP,GP,M,M,17,17,R,R,GT3,GT3,T,T,3,3,4,4,at_home,at_home,other,other,course,course,mother,mother,3,3,2,2,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,no,False,no,False,5,5,4,4,5,5,2,2,4,4,5,5,0,0,10,10,0,0,0,0
284,GP,GP,M,M,17,17,R,R,LE3,LE3,A,A,4,4,4,4,teacher,teacher,other,other,course,course,mother,mother,2,2,2,2,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,no,False,3,3,3,3,3,3,2,2,3,3,4,4,2,2,10,10,11,11,12,12
285,GP,GP,M,M,17,17,R,R,LE3,LE3,T,T,1,1,1,1,other,other,services,services,course,course,mother,mother,4,4,2,2,3,3,no,False,no,False,no,False,yes,True,yes,True,no,False,no,False,yes,True,5,5,3,3,5,5,1,1,5,5,5,5,0,0,5,5,8,8,7,7
286,GP,GP,M,M,17,17,R,R,LE3,LE3,T,T,1,1,2,2,other,other,other,other,reputation,reputation,mother,mother,1,1,1,1,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,no,False,no,False,2,2,2,2,2,2,3,3,3,3,5,5,8,8,16,16,12,12,13,13
287,GP,GP,M,M,17,17,R,R,LE3,LE3,T,T,2,2,1,1,at_home,at_home,other,other,course,course,mother,mother,2,2,1,1,2,2,no,False,no,False,no,False,yes,True,yes,True,no,False,yes,True,yes,True,3,3,3,3,2,2,2,2,2,2,5,5,0,0,7,7,6,6,0,0
288,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,1,1,1,1,other,other,other,other,reputation,reputation,father,father,1,1,2,2,0,0,no,False,no,False,yes,True,no,False,no,False,yes,True,yes,True,no,False,4,4,3,3,3,3,1,1,2,2,4,4,2,2,12,12,10,10,11,11
289,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,1,1,2,2,at_home,at_home,services,services,other,other,other,other,2,2,2,2,0,0,no,False,no,False,yes,True,yes,True,no,False,yes,True,yes,True,no,False,4,4,4,4,4,4,4,4,5,5,5,5,12,12,7,7,8,8,8,8
290,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,1,1,3,3,at_home,at_home,services,services,course,course,father,father,1,1,1,1,0,0,no,False,no,False,no,False,no,False,yes,True,no,False,yes,True,no,False,5,5,3,3,3,3,1,1,4,4,2,2,2,2,10,10,10,10,10,10
291,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,2,2,1,1,other,other,other,other,home,home,mother,mother,1,1,1,1,3,3,no,False,yes,True,no,False,no,False,yes,True,yes,True,yes,True,no,False,5,5,4,4,5,5,1,1,2,2,5,5,0,0,5,5,0,0,0,0
292,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,2,2,1,1,other,other,other,other,home,home,mother,mother,2,2,1,1,3,3,yes,True,yes,True,no,False,yes,True,yes,True,no,False,yes,True,no,False,4,4,5,5,1,1,1,1,1,1,3,3,2,2,8,8,8,8,10,10
293,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,2,2,3,3,other,other,other,other,course,course,father,father,2,2,1,1,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,5,5,2,2,2,2,1,1,1,1,2,2,4,4,12,12,12,12,13,13
294,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,3,3,1,1,services,services,other,other,other,other,mother,mother,1,1,2,2,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,5,5,4,4,4,4,3,3,4,4,5,5,2,2,9,9,9,9,10,10
295,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,3,3,2,2,services,services,services,services,course,course,mother,mother,1,1,1,1,3,3,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,5,5,5,5,2,2,4,4,5,5,16,16,6,6,5,5,5,5
296,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,3,3,3,3,health,health,other,other,home,home,mother,mother,1,1,1,1,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,no,False,4,4,4,4,3,3,1,1,3,3,5,5,4,4,14,14,12,12,11,11
297,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,3,3,3,3,other,other,other,other,reputation,reputation,father,father,1,1,2,2,0,0,no,False,no,False,no,False,yes,True,no,False,yes,True,yes,True,no,False,4,4,3,3,4,4,1,1,4,4,4,4,4,4,6,6,5,5,6,6
298,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,3,3,3,3,other,other,services,services,reputation,reputation,mother,mother,1,1,1,1,0,0,no,False,no,False,no,False,yes,True,no,False,yes,True,yes,True,no,False,4,4,3,3,5,5,3,3,5,5,5,5,3,3,14,14,15,15,16,16
299,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,3,3,3,3,services,services,services,services,other,other,mother,mother,1,1,2,2,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,3,3,4,4,2,2,3,3,4,4,12,12,12,12,12,12,11,11
300,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,4,4,3,3,other,other,other,other,course,course,mother,mother,1,1,2,2,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,5,5,2,2,3,3,1,1,1,1,2,2,4,4,10,10,10,10,11,11
301,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,4,4,4,4,services,services,teacher,teacher,home,home,mother,mother,1,1,1,1,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,5,5,2,2,3,3,1,1,2,2,5,5,4,4,17,17,15,15,16,16
302,GP,GP,M,M,17,17,U,U,GT3,GT3,T,T,4,4,4,4,teacher,teacher,teacher,teacher,reputation,reputation,mother,mother,1,1,2,2,0,0,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,5,5,5,5,1,1,3,3,2,2,14,14,11,11,9,9,9,9
303,GP,GP,M,M,17,17,U,U,LE3,LE3,A,A,3,3,2,2,teacher,teacher,services,services,home,home,mother,mother,1,1,1,1,1,1,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,4,4,4,4,4,4,3,3,4,4,3,3,19,19,11,11,9,9,10,10
304,GP,GP,M,M,17,17,U,U,LE3,LE3,A,A,4,4,1,1,services,services,other,other,home,home,mother,mother,2,2,1,1,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,5,5,4,4,2,2,4,4,5,5,30,30,8,8,8,8,8,8
305,GP,GP,M,M,17,17,U,U,LE3,LE3,T,T,1,1,1,1,health,health,other,other,course,course,mother,mother,2,2,1,1,1,1,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,4,4,4,4,1,1,2,2,5,5,2,2,7,7,9,9,8,8
306,GP,GP,M,M,17,17,U,U,LE3,LE3,T,T,2,2,2,2,other,other,other,other,home,home,father,father,1,1,2,2,0,0,no,False,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,4,4,4,4,2,2,5,5,5,5,4,4,4,4,14,14,13,13,13,13
307,GP,GP,M,M,17,17,U,U,LE3,LE3,T,T,2,2,3,3,services,services,services,services,reputation,reputation,father,father,1,1,2,2,0,0,no,False,yes,True,yes,True,no,False,no,False,yes,True,yes,True,no,False,5,5,3,3,3,3,1,1,3,3,3,3,2,2,12,12,11,11,12,12
308,GP,GP,M,M,17,17,U,U,LE3,LE3,T,T,4,4,3,3,health,health,other,other,course,course,mother,mother,2,2,2,2,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,2,2,5,5,5,5,1,1,4,4,5,5,14,14,12,12,12,12,12,12
309,GP,GP,M,M,17,17,U,U,LE3,LE3,T,T,4,4,3,3,teacher,teacher,other,other,course,course,mother,mother,2,2,2,2,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,9,9,9,9
310,GP,GP,M,M,17,17,U,U,LE3,LE3,T,T,4,4,4,4,other,other,teacher,teacher,home,home,father,father,2,2,1,1,0,0,no,False,no,False,yes,True,no,False,yes,True,yes,True,yes,True,no,False,4,4,1,1,1,1,2,2,2,2,5,5,0,0,11,11,11,11,10,10
311,GP,GP,M,M,17,17,U,U,LE3,LE3,T,T,4,4,4,4,services,services,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,5,5,3,3,5,5,4,4,5,5,3,3,13,13,12,12,12,12,13,13
312,GP,GP,M,M,17,17,U,U,LE3,LE3,T,T,4,4,4,4,teacher,teacher,other,other,reputation,reputation,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,4,4,4,4,1,1,3,3,5,5,0,0,13,13,11,11,10,10
313,GP,GP,M,M,18,18,R,R,GT3,GT3,T,T,2,2,2,2,services,services,other,other,reputation,reputation,mother,mother,1,1,1,1,2,2,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,3,3,3,3,3,3,1,1,2,2,4,4,0,0,7,7,4,4,0,0
314,GP,GP,M,M,18,18,R,R,GT3,GT3,T,T,3,3,2,2,other,other,other,other,course,course,mother,mother,1,1,3,3,0,0,no,False,no,False,no,False,yes,True,no,False,yes,True,no,False,no,False,5,5,3,3,2,2,1,1,1,1,3,3,1,1,13,13,12,12,12,12
315,GP,GP,M,M,18,18,R,R,GT3,GT3,T,T,4,4,3,3,teacher,teacher,services,services,course,course,mother,mother,1,1,3,3,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,5,5,3,3,2,2,1,1,2,2,4,4,9,9,16,16,15,15,16,16
316,GP,GP,M,M,18,18,R,R,LE3,LE3,A,A,3,3,4,4,other,other,other,other,reputation,reputation,mother,mother,2,2,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,2,2,5,5,3,3,4,4,1,1,13,13,17,17,17,17,17,17
317,GP,GP,M,M,18,18,R,R,LE3,LE3,T,T,3,3,2,2,services,services,other,other,reputation,reputation,mother,mother,2,2,3,3,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,5,5,4,4,2,2,1,1,1,1,4,4,8,8,14,14,13,13,14,14
318,GP,GP,M,M,18,18,R,R,LE3,LE3,T,T,3,3,3,3,other,other,services,services,course,course,mother,mother,1,1,2,2,1,1,no,False,yes,True,no,False,no,False,yes,True,yes,True,yes,True,yes,True,4,4,3,3,3,3,1,1,3,3,5,5,8,8,3,3,5,5,5,5
319,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,2,2,1,1,other,other,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,no,False,5,5,2,2,4,4,1,1,2,2,4,4,8,8,15,15,14,14,14,14
320,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,2,2,1,1,services,services,services,services,other,other,mother,mother,1,1,1,1,1,1,no,False,no,False,no,False,no,False,no,False,no,False,yes,True,no,False,3,3,2,2,5,5,2,2,5,5,5,5,4,4,6,6,9,9,8,8
321,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,2,2,1,1,services,services,services,services,reputation,reputation,mother,mother,1,1,3,3,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,2,2,4,4,1,1,3,3,2,2,6,6,15,15,14,14,14,14
322,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,2,2,2,2,other,other,other,other,home,home,mother,mother,2,2,2,2,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,no,False,3,3,3,3,3,3,5,5,5,5,4,4,0,0,12,12,13,13,13,13
323,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,2,2,2,2,other,other,services,services,reputation,reputation,father,father,1,1,2,2,1,1,no,False,no,False,no,False,no,False,yes,True,no,False,yes,True,no,False,5,5,5,5,4,4,3,3,5,5,2,2,0,0,7,7,7,7,0,0
324,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,2,2,2,2,services,services,other,other,home,home,mother,mother,1,1,2,2,1,1,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,4,4,4,4,2,2,4,4,5,5,15,15,6,6,7,7,8,8
325,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,3,3,2,2,services,services,other,other,course,course,mother,mother,2,2,1,1,1,1,no,False,no,False,no,False,no,False,yes,True,no,False,yes,True,no,False,4,4,4,4,5,5,2,2,4,4,5,5,0,0,6,6,8,8,8,8
326,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,4,4,2,2,health,health,other,other,reputation,reputation,father,father,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,5,5,4,4,5,5,1,1,3,3,5,5,10,10,10,10,9,9,10,10
327,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,4,4,2,2,teacher,teacher,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,3,3,2,2,1,1,4,4,5,5,11,11,12,12,11,11,11,11
328,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,4,4,3,3,teacher,teacher,other,other,course,course,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,no,False,no,False,yes,True,yes,True,no,False,4,4,3,3,2,2,1,1,1,1,3,3,2,2,8,8,8,8,8,8
329,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,4,4,3,3,teacher,teacher,other,other,course,course,mother,mother,1,1,3,3,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,5,5,4,4,5,5,2,2,3,3,5,5,0,0,10,10,10,10,9,9
330,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,4,4,4,4,other,other,other,other,course,course,mother,mother,1,1,3,3,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,3,3,3,3,2,2,2,2,3,3,3,3,9,9,12,12,11,11
331,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,4,4,4,4,teacher,teacher,services,services,home,home,father,father,1,1,2,2,1,1,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,3,3,3,3,2,2,2,2,2,2,0,0,10,10,10,10,0,0
332,GP,GP,M,M,18,18,U,U,GT3,GT3,T,T,4,4,4,4,teacher,teacher,services,services,home,home,mother,mother,2,2,1,1,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,3,3,2,2,4,4,1,1,4,4,3,3,22,22,9,9,9,9,9,9
333,GP,GP,M,M,18,18,U,U,LE3,LE3,A,A,4,4,4,4,teacher,teacher,teacher,teacher,reputation,reputation,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,5,5,4,4,3,3,1,1,1,1,2,2,9,9,15,15,13,13,15,15
334,GP,GP,M,M,18,18,U,U,LE3,LE3,T,T,1,1,1,1,other,other,other,other,course,course,mother,mother,1,1,1,1,3,3,no,False,no,False,no,False,no,False,yes,True,no,False,yes,True,yes,True,2,2,3,3,5,5,2,2,5,5,4,4,0,0,6,6,5,5,0,0
335,GP,GP,M,M,18,18,U,U,LE3,LE3,T,T,2,2,1,1,at_home,at_home,other,other,course,course,mother,mother,4,4,2,2,0,0,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,3,3,2,2,4,4,5,5,3,3,14,14,10,10,8,8,9,9
336,GP,GP,M,M,18,18,U,U,LE3,LE3,T,T,2,2,2,2,other,other,other,other,course,course,mother,mother,1,1,4,4,0,0,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,no,False,4,4,5,5,5,5,2,2,4,4,5,5,2,2,9,9,8,8,8,8
337,GP,GP,M,M,18,18,U,U,LE3,LE3,T,T,3,3,3,3,services,services,health,health,home,home,father,father,1,1,2,2,1,1,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,no,False,3,3,2,2,4,4,2,2,4,4,4,4,13,13,6,6,6,6,8,8
338,GP,GP,M,M,18,18,U,U,LE3,LE3,T,T,3,3,4,4,services,services,other,other,home,home,mother,mother,1,1,2,2,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,3,3,3,3,1,1,3,3,5,5,11,11,16,16,15,15,15,15
339,GP,GP,M,M,18,18,U,U,LE3,LE3,T,T,4,4,3,3,teacher,teacher,services,services,course,course,mother,mother,2,2,1,1,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,2,2,3,3,1,1,2,2,1,1,8,8,10,10,11,11,10,10
340,GP,GP,M,M,18,18,U,U,LE3,LE3,T,T,4,4,4,4,teacher,teacher,teacher,teacher,home,home,mother,mother,1,1,1,1,0,0,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,1,1,4,4,2,2,2,2,2,2,1,1,5,5,16,16,15,15,16,16
341,GP,GP,M,M,19,19,R,R,GT3,GT3,T,T,3,3,3,3,other,other,services,services,reputation,reputation,father,father,1,1,2,2,1,1,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,yes,True,4,4,5,5,3,3,1,1,2,2,5,5,0,0,15,15,12,12,12,12
342,GP,GP,M,M,19,19,U,U,GT3,GT3,T,T,1,1,2,2,other,other,services,services,course,course,other,other,1,1,2,2,1,1,no,False,no,False,no,False,no,False,no,False,yes,True,yes,True,no,False,4,4,5,5,2,2,2,2,2,2,4,4,3,3,13,13,11,11,11,11
343,GP,GP,M,M,19,19,U,U,GT3,GT3,T,T,3,3,2,2,services,services,at_home,at_home,home,home,mother,mother,1,1,1,1,3,3,no,False,yes,True,no,False,no,False,yes,True,no,False,yes,True,yes,True,4,4,5,5,4,4,1,1,1,1,4,4,0,0,5,5,0,0,0,0
344,GP,GP,M,M,19,19,U,U,GT3,GT3,T,T,3,3,3,3,other,other,other,other,home,home,other,other,1,1,2,2,1,1,no,False,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,4,4,4,4,1,1,1,1,3,3,20,20,15,15,14,14,13,13
345,GP,GP,M,M,19,19,U,U,GT3,GT3,T,T,4,4,4,4,teacher,teacher,services,services,reputation,reputation,other,other,2,2,1,1,1,1,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,4,4,3,3,4,4,1,1,1,1,4,4,38,38,8,8,9,9,8,8
346,GP,GP,M,M,19,19,U,U,LE3,LE3,A,A,4,4,3,3,services,services,at_home,at_home,reputation,reputation,mother,mother,1,1,2,2,0,0,no,False,yes,True,no,False,no,False,yes,True,yes,True,yes,True,no,False,4,4,3,3,1,1,1,1,1,1,1,1,12,12,11,11,11,11,11,11
347,GP,GP,M,M,20,20,U,U,GT3,GT3,A,A,3,3,2,2,services,services,other,other,course,course,other,other,1,1,1,1,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,no,False,5,5,5,5,3,3,1,1,1,1,5,5,0,0,17,17,18,18,18,18
348,GP,GP,M,M,22,22,U,U,GT3,GT3,T,T,3,3,1,1,services,services,services,services,other,other,mother,mother,1,1,1,1,3,3,no,False,no,False,no,False,no,False,no,False,no,False,yes,True,yes,True,5,5,4,4,5,5,5,5,5,5,1,1,16,16,6,6,8,8,8,8
349,MS,MS,F,F,17,17,R,R,GT3,GT3,T,T,1,1,1,1,other,other,services,services,reputation,reputation,mother,mother,3,3,1,1,1,1,no,False,yes,True,yes,True,no,False,yes,True,yes,True,yes,True,yes,True,5,5,2,2,1,1,1,1,2,2,1,1,0,0,7,7,6,6,0,0
350,MS,MS,F,F,17,17,R,R,GT3,GT3,T,T,1,1,2,2,other,other,other,other,course,course,mother,mother,1,1,1,1,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,yes,True,no,False,3,3,5,5,5,5,1,1,3,3,1,1,14,14,6,6,5,5,5,5
351,MS,MS,F,F,17,17,R,R,GT3,GT3,T,T,1,1,2,2,other,other,services,services,course,course,father,father,2,2,2,2,0,0,no,False,no,False,no,False,no,False,no,False,yes,True,no,False,no,False,3,3,2,2,2,2,1,1,2,2,3,3,0,0,12,12,11,11,12,12
352,MS,MS,F,F,17,17,R,R,GT3,GT3,T,T,3,3,1,1,at_home,at_home,other,other,reputation,reputation,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,no,False,yes,True,yes,True,no,False,4,4,5,5,4,4,2,2,3,3,1,1,17,17,10,10,10,10,10,10
353,MS,MS,F,F,17,17,R,R,GT3,GT3,T,T,4,4,4,4,teacher,teacher,services,services,other,other,father,father,2,2,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,4,4,3,3,3,3,1,1,2,2,5,5,4,4,12,12,13,13,13,13
354,MS,MS,F,F,17,17,U,U,GT3,GT3,T,T,2,2,2,2,other,other,at_home,at_home,home,home,mother,mother,1,1,3,3,0,0,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,yes,True,3,3,4,4,3,3,1,1,1,1,3,3,8,8,13,13,11,11,11,11
355,MS,MS,F,F,17,17,U,U,LE3,LE3,A,A,3,3,2,2,services,services,other,other,reputation,reputation,mother,mother,2,2,2,2,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,no,False,yes,True,1,1,2,2,3,3,1,1,2,2,5,5,2,2,12,12,12,12,11,11
356,MS,MS,F,F,17,17,U,U,LE3,LE3,T,T,4,4,4,4,at_home,at_home,at_home,at_home,course,course,mother,mother,1,1,2,2,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,2,2,3,3,4,4,1,1,1,1,1,1,0,0,16,16,15,15,15,15
357,MS,MS,F,F,18,18,R,R,GT3,GT3,T,T,1,1,1,1,other,other,other,other,home,home,mother,mother,4,4,3,3,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,4,4,3,3,2,2,1,1,2,2,4,4,2,2,8,8,8,8,10,10
358,MS,MS,F,F,18,18,R,R,GT3,GT3,T,T,2,2,2,2,at_home,at_home,other,other,other,other,mother,mother,2,2,3,3,0,0,no,False,no,False,yes,True,no,False,yes,True,yes,True,no,False,no,False,5,5,3,3,3,3,1,1,3,3,4,4,2,2,10,10,9,9,10,10
359,MS,MS,F,F,18,18,R,R,GT3,GT3,T,T,4,4,4,4,other,other,teacher,teacher,other,other,father,father,3,3,2,2,0,0,no,False,yes,True,yes,True,no,False,no,False,yes,True,yes,True,yes,True,3,3,2,2,2,2,4,4,2,2,5,5,10,10,14,14,12,12,11,11
360,MS,MS,F,F,18,18,R,R,GT3,GT3,T,T,4,4,4,4,teacher,teacher,at_home,at_home,reputation,reputation,mother,mother,3,3,1,1,0,0,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,yes,True,4,4,4,4,3,3,2,2,2,2,5,5,7,7,6,6,5,5,6,6
361,MS,MS,F,F,18,18,R,R,LE3,LE3,A,A,1,1,4,4,at_home,at_home,other,other,course,course,mother,mother,3,3,2,2,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,no,False,yes,True,4,4,3,3,4,4,1,1,4,4,5,5,0,0,13,13,13,13,13,13
362,MS,MS,F,F,18,18,R,R,LE3,LE3,T,T,4,4,4,4,other,other,other,other,reputation,reputation,mother,mother,2,2,3,3,0,0,no,False,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,5,5,4,4,4,4,1,1,1,1,1,1,0,0,19,19,18,18,19,19
363,MS,MS,F,F,18,18,R,R,LE3,LE3,T,T,4,4,4,4,teacher,teacher,services,services,course,course,mother,mother,1,1,2,2,0,0,no,False,no,False,yes,True,yes,True,yes,True,yes,True,yes,True,no,False,5,5,4,4,3,3,3,3,4,4,2,2,4,4,8,8,9,9,10,10
364,MS,MS,F,F,18,18,U,U,GT3,GT3,T,T,1,1,1,1,other,other,other,other,course,course,mother,mother,2,2,2,2,1,1,no,False,no,False,no,False,yes,True,yes,True,yes,True,no,False,no,False,1,1,1,1,1,1,1,1,1,1,5,5,0,0,6,6,5,5,0,0
